woman;age;education;work;metropolitan_area;non_white;urban;work_permit;poverty
2;31;7;9;3;2;2;1;1
1;32;7;9;3;2;2;1;1
2;60;7;9;3;1;2;2;1
2;59;7;8;3;1;2;3;1
2;26;7;7;3;1;2;2;1
2;57;7;9;3;2;2;3;1
1;33;5;4;3;2;2;2;1
1;46;3;5;3;2;2;3;1
1;38;3;5;3;2;2;2;2
2;40;2;2;2;2;2;2;1
1;37;5;7;2;2;2;2;1
1;29;2;2;2;1;2;2;1
1;53;5;2;2;2;2;2;1
2;55;5;11;2;2;2;2;1
1;29;5;2;2;2;2;2;1
2;41;3;11;2;2;2;1;2
1;49;2;7;2;2;2;2;2
1;35;3;9;2;2;2;3;1
2;35;3;11;2;2;2;1;1
2;41;5;6;2;1;2;3;1
1;47;7;4;2;1;2;2;1
1;59;5;8;2;2;2;3;1
1;51;2;3;3;2;2;3;1
1;45;7;9;3;1;2;3;1
1;40;2;4;3;1;2;3;2
1;43;2;4;2;2;2;1;2
1;53;2;4;2;2;2;2;2
1;37;5;7;3;1;2;2;1
2;36;6;9;3;1;2;2;1
1;47;2;7;3;1;2;3;2
1;54;5;2;3;2;2;3;1
2;36;5;9;3;2;2;2;1
2;27;2;11;3;2;2;1;2
1;61;5;4;3;2;2;3;1
1;54;2;4;3;2;2;3;1
2;49;7;9;3;1;2;3;1
1;45;7;9;3;1;2;3;1
1;56;2;3;3;2;2;3;1
1;18;4;10;3;2;2;3;1
1;47;5;5;3;2;2;2;1
2;41;5;11;3;1;2;1;1
1;45;2;4;3;2;2;3;1
2;42;2;4;3;1;2;3;1
1;47;2;5;3;2;2;1;2
1;51;2;8;2;2;1;1;2
1;46;2;7;2;2;1;2;1
2;52;2;6;2;2;1;3;1
1;38;5;4;2;2;1;1;1
1;24;4;3;2;2;1;3;1
2;29;5;9;2;2;1;1;1
1;39;7;1;2;2;1;2;1
2;38;7;8;2;1;2;1;1
1;60;6;5;2;1;2;3;1
2;56;7;9;2;1;2;3;1
1;38;7;8;2;1;2;3;1
1;50;2;11;2;2;2;2;1
2;47;2;9;2;2;2;2;1
2;23;5;9;2;2;2;2;1
1;45;5;3;2;1;2;3;2
2;44;5;7;2;2;2;1;2
1;45;2;3;2;1;2;3;2
2;24;5;9;2;1;2;1;1
2;57;5;10;2;1;2;3;2
1;56;2;5;2;2;2;2;1
1;34;2;3;2;2;2;3;1
2;26;5;2;2;2;2;2;1
2;40;4;4;2;2;2;3;1
1;39;2;3;2;1;2;2;1
1;44;7;4;2;1;2;3;1
2;36;6;4;2;2;2;3;1
2;46;5;7;2;1;2;2;1
1;46;3;8;2;1;2;3;1
1;65;2;3;2;1;2;3;1
1;37;7;7;2;1;2;3;1
2;60;2;11;2;2;2;2;1
1;29;7;7;3;1;2;3;1
1;31;6;7;3;1;2;2;1
1;31;7;7;3;1;2;2;1
2;45;7;9;3;1;2;2;1
1;35;2;1;2;1;2;1;2
1;30;5;1;2;2;2;3;2
1;32;5;4;2;1;2;3;1
2;28;5;4;2;2;2;3;1
1;57;2;1;2;2;2;3;2
2;37;5;9;2;2;2;2;2
1;30;4;1;2;2;2;3;2
1;52;2;1;2;2;2;3;2
2;22;5;4;2;2;2;2;1
1;31;2;4;2;2;2;2;1
1;53;1;4;2;1;2;2;1
1;64;3;11;2;1;2;1;1
1;72;2;2;2;2;2;3;1
2;34;5;9;2;2;2;2;2
1;38;6;7;3;1;2;3;1
2;39;7;7;3;2;2;2;1
1;31;7;8;3;2;2;3;1
1;62;7;7;3;2;2;3;1
1;33;7;8;3;2;2;3;1
1;46;2;3;3;2;2;3;2
2;44;5;11;3;2;2;1;1
1;27;5;6;3;1;2;3;1
2;44;5;6;3;2;2;3;1
2;40;4;9;2;2;2;3;1
1;23;5;10;2;2;2;3;1
2;50;2;11;2;1;2;1;1
1;40;5;5;2;2;2;2;2
2;38;4;8;2;1;2;3;1
1;50;2;5;2;2;2;3;1
1;37;1;4;2;2;2;2;1
2;25;5;6;2;2;2;1;1
1;31;5;10;2;1;2;2;1
1;46;7;8;2;2;2;3;1
1;35;5;2;2;1;2;2;1
2;36;7;7;2;1;2;2;1
1;34;5;2;2;1;2;2;1
1;49;6;9;2;2;2;3;1
2;37;7;9;2;1;2;3;1
2;44;6;10;2;2;2;3;1
1;51;6;10;2;1;2;1;1
2;49;7;7;2;1;2;3;2
1;42;5;5;2;2;2;2;1
1;35;5;5;3;2;2;2;1
2;37;5;9;3;1;2;2;1
1;39;5;5;3;2;2;2;1
1;56;3;6;3;1;2;3;2
1;63;5;3;3;2;2;3;1
2;44;7;4;3;1;2;2;1
1;44;6;5;3;1;1;3;1
2;43;3;11;3;2;1;1;2
1;46;5;2;3;1;1;2;1
2;21;5;10;3;1;1;3;1
2;19;5;11;3;1;1;1;1
1;39;5;1;3;1;1;3;2
1;35;6;7;3;2;1;3;1
2;37;7;7;3;1;1;3;1
1;50;2;4;3;2;1;3;1
1;60;1;1;2;1;1;3;2
1;59;7;9;2;1;1;2;1
1;41;2;1;2;2;1;3;1
2;31;5;8;2;1;1;3;1
1;39;5;7;2;2;2;3;1
2;44;7;9;2;2;2;3;1
2;36;7;9;2;2;2;2;1
2;36;7;10;2;1;2;2;1
1;33;6;2;2;1;2;2;1
1;32;6;2;2;2;2;2;1
1;26;7;2;2;1;2;2;1
2;26;5;2;2;1;2;2;1
1;41;5;2;2;2;2;2;1
1;68;6;6;3;1;2;1;1
2;51;7;6;3;1;2;1;1
1;26;6;2;3;1;2;2;1
1;52;4;7;3;2;2;2;1
2;43;4;7;3;1;2;2;1
1;65;5;2;3;1;2;2;1
2;62;6;2;3;2;2;1;2
2;31;5;8;3;2;2;2;2
1;47;7;4;3;2;2;3;1
2;60;7;8;3;1;2;3;1
1;36;4;2;3;1;2;2;2
1;53;5;4;3;1;2;3;1
2;39;5;11;3;1;2;2;1
1;47;3;7;3;1;2;2;1
2;37;7;9;3;1;2;3;1
1;37;7;9;3;1;2;2;1
2;44;7;8;2;1;2;3;1
2;33;4;7;2;2;2;3;1
1;33;4;3;2;2;2;2;1
2;44;5;6;2;1;2;3;1
1;46;5;2;2;1;2;2;1
2;43;2;2;2;1;2;2;1
1;25;5;7;2;1;2;2;1
1;37;3;2;2;1;2;3;2
1;44;7;7;2;1;2;1;1
2;39;7;7;2;2;2;2;1
2;25;6;7;2;2;2;2;2
1;54;5;5;2;2;2;3;1
2;45;2;2;2;1;2;3;1
1;50;2;3;2;2;2;3;1
1;21;5;7;2;1;2;2;1
1;34;6;4;3;1;2;3;1
1;60;7;3;3;2;2;3;2
1;50;5;8;3;2;2;3;1
2;60;2;11;3;2;2;2;1
2;33;3;4;3;2;1;2;2
1;39;4;4;3;2;1;2;1
2;51;7;6;3;1;1;3;1
2;45;2;11;3;2;1;2;1
2;21;4;7;3;2;1;2;1
2;32;7;7;3;1;1;3;2
1;52;7;5;3;1;1;3;1
1;53;5;2;3;2;1;3;1
2;40;2;11;3;1;1;2;2
1;35;5;9;3;2;2;3;2
2;40;5;2;3;1;2;2;1
2;53;7;2;3;1;2;3;2
1;21;6;4;3;1;2;2;2
2;40;7;9;3;1;2;3;1
1;40;4;2;3;1;2;3;1
2;48;5;4;3;1;2;3;1
1;62;5;10;3;1;2;3;1
1;57;7;4;3;2;2;2;1
1;39;7;5;3;1;2;2;1
2;37;7;4;3;1;2;2;1
1;48;5;5;3;1;2;3;1
1;55;4;2;3;1;2;2;1
1;28;5;4;3;1;2;3;1
1;43;5;3;3;2;2;2;1
2;33;4;10;3;1;2;3;1
2;61;2;11;3;2;2;1;2
1;47;5;9;3;1;2;1;1
1;19;5;4;3;1;2;1;1
2;25;5;7;3;2;2;1;1
1;50;5;7;3;2;2;2;1
2;31;5;10;2;1;2;3;1
1;53;5;7;2;1;2;2;1
2;44;5;9;2;1;2;2;1
1;30;5;5;2;1;2;2;1
1;51;5;2;2;1;2;2;1
2;42;5;7;2;1;2;2;1
2;20;6;2;2;1;2;2;1
2;37;5;4;2;2;2;2;1
2;49;7;2;3;1;2;2;1
1;38;5;7;3;2;2;1;1
2;79;7;4;3;2;2;3;1
1;51;7;2;3;1;2;2;1
1;46;5;4;3;1;2;3;1
2;42;5;7;3;1;2;3;1
1;25;5;4;3;2;2;3;1
1;34;5;7;3;1;2;3;1
2;39;7;2;3;1;2;2;1
1;57;2;1;2;1;2;2;1
2;48;3;1;2;1;2;2;1
2;61;7;9;2;1;2;3;1
2;30;7;7;2;1;2;3;1
2;21;5;4;2;2;2;2;1
2;38;7;9;2;2;2;3;1
1;40;5;10;2;1;2;3;1
1;41;7;8;2;1;2;3;1
2;34;7;8;2;1;2;3;1
2;50;5;7;2;1;2;2;1
1;44;5;2;2;2;2;2;1
1;55;2;3;2;2;2;3;1
1;58;2;7;2;1;2;2;1
2;49;7;5;2;1;2;2;1
1;40;6;4;2;1;2;2;1
2;20;6;5;2;1;2;2;1
1;47;3;9;2;1;2;2;1
1;25;5;3;2;1;2;1;1
2;58;5;11;2;2;2;1;1
2;25;7;7;2;2;2;3;1
1;24;5;6;2;2;2;2;1
2;42;5;11;2;1;2;2;1
1;20;6;3;2;1;2;1;1
1;63;2;3;2;2;2;3;1
2;50;5;4;2;1;2;3;1
1;18;5;4;2;2;2;1;1
1;69;1;1;2;1;1;3;1
1;27;5;7;2;1;1;2;2
1;77;2;1;2;1;1;3;1
2;58;2;1;2;1;1;3;1
1;73;2;1;2;2;1;3;1
1;52;2;3;2;2;1;3;1
1;48;2;3;2;2;1;3;1
1;35;5;1;2;2;1;2;1
2;24;4;6;2;1;1;2;1
1;29;4;1;2;2;1;2;2
1;60;2;1;2;1;1;3;1
1;45;4;3;2;1;1;1;1
2;40;5;6;2;1;1;1;1
2;59;2;2;2;1;1;3;2
1;63;2;1;2;1;1;3;1
2;57;3;1;2;1;1;3;1
1;59;2;11;2;2;1;2;1
2;49;7;1;2;1;1;3;1
2;53;5;1;2;1;1;3;1
1;70;2;1;2;1;1;3;1
1;39;7;7;2;1;1;3;1
2;35;7;9;2;1;1;3;1
1;67;2;1;2;1;1;3;1
2;64;2;1;2;1;1;3;1
1;33;4;1;2;1;1;2;1
1;55;2;1;2;1;1;3;1
2;33;7;8;2;1;1;2;1
1;38;2;1;2;2;1;3;1
2;33;2;1;2;2;1;3;1
1;78;2;1;2;1;1;3;1
1;46;2;1;2;1;1;1;1
2;26;5;2;2;1;2;2;2
2;45;7;9;2;2;2;2;1
1;41;5;5;2;2;2;1;1
2;33;7;6;2;1;2;2;1
1;26;5;7;2;1;2;2;1
2;31;5;11;2;2;2;1;1
1;46;5;8;2;1;2;3;1
2;44;5;7;2;2;2;2;1
1;40;2;2;2;2;2;2;1
1;29;5;2;2;2;2;2;1
1;35;7;9;2;2;2;2;1
2;56;2;11;2;2;2;1;1
1;51;3;3;2;2;2;3;1
2;51;7;9;2;2;2;3;1
2;49;5;11;2;2;2;1;1
1;19;5;4;2;2;2;2;1
1;54;2;6;2;1;2;3;1
2;48;5;6;2;1;2;3;1
1;29;5;6;2;1;2;1;1
2;25;7;8;2;1;2;3;1
2;50;3;10;2;1;2;3;1
1;55;5;1;2;2;2;2;1
2;54;7;4;2;1;2;1;1
1;26;5;8;2;1;2;3;1
1;52;3;3;2;1;2;3;1
1;50;6;1;2;1;1;3;2
2;50;2;11;2;1;2;1;1
1;54;2;1;2;1;2;2;1
2;55;5;4;2;1;2;1;1
1;33;4;4;3;2;2;3;1
2;26;7;7;3;2;2;2;1
2;45;7;9;3;1;2;3;1
1;51;7;7;3;1;2;2;1
2;26;7;3;3;1;2;2;1
1;53;5;8;3;2;2;2;1
1;22;5;10;3;1;2;2;1
2;38;5;9;3;2;2;2;1
1;43;7;7;3;2;2;2;1
2;43;7;7;3;1;2;2;1
1;60;5;9;3;1;2;3;1
2;56;5;7;3;1;2;1;1
1;39;7;7;3;1;2;3;1
1;39;5;2;3;2;2;2;1
2;38;7;9;3;2;2;3;1
2;45;7;4;3;1;2;3;1
1;50;7;2;3;1;2;2;1
2;51;5;11;3;2;2;1;2
1;63;7;9;3;2;2;3;1
1;18;5;2;3;1;2;2;2
2;53;7;9;3;1;2;2;1
1;24;5;5;3;1;2;2;1
2;24;6;6;3;1;2;3;1
2;27;7;6;3;1;2;2;1
1;50;5;10;3;1;2;3;1
2;46;7;9;3;1;2;3;1
2;45;7;9;3;1;2;3;1
1;63;3;1;2;2;1;3;1
1;32;3;1;2;2;1;2;1
2;46;2;1;2;1;1;3;2
1;46;2;1;2;1;1;1;2
1;21;5;1;2;1;1;3;2
1;50;2;1;2;2;1;2;1
2;49;2;11;2;2;1;1;2
1;82;1;10;2;1;2;3;1
2;43;7;4;2;1;2;2;1
2;36;5;4;2;2;2;1;2
2;56;7;9;2;2;2;2;1
2;34;7;3;2;2;2;2;1
1;31;7;7;2;2;2;2;1
1;52;5;2;2;1;2;2;1
1;23;6;7;2;1;2;2;1
2;21;5;7;2;1;2;2;1
1;28;5;2;2;1;2;2;1
2;48;6;8;2;1;2;3;1
1;49;7;2;2;1;2;3;1
1;38;7;2;2;1;2;3;1
2;38;7;2;2;1;2;3;1
2;24;5;6;2;1;2;2;1
1;38;5;5;2;1;2;1;1
1;42;7;9;2;1;2;3;1
2;44;7;9;2;1;2;3;1
1;53;7;7;2;1;2;3;1
2;49;7;4;2;1;2;3;1
1;52;7;8;2;1;2;3;1
2;49;7;9;2;1;2;3;1
1;40;7;9;2;1;2;3;1
2;42;7;9;2;1;2;2;1
1;45;5;4;3;2;2;2;1
2;45;5;6;3;1;2;3;1
1;53;7;4;3;2;2;2;1
1;24;4;2;3;2;2;2;1
1;23;4;6;3;2;2;2;1
1;23;2;5;3;1;2;3;1
1;31;4;7;3;2;2;1;2
1;39;5;4;2;1;2;1;1
2;39;5;11;2;2;2;1;1
2;23;7;8;2;1;2;3;1
1;24;5;4;2;2;2;2;1
1;52;7;8;2;1;2;3;1
2;47;5;2;2;1;2;2;1
2;25;7;9;2;1;2;3;1
1;20;6;7;2;1;2;1;1
1;36;5;4;2;1;2;2;1
1;38;5;2;2;1;2;2;2
1;41;3;9;2;1;2;1;1
2;37;3;11;2;1;2;1;1
1;40;5;2;2;1;2;2;1
2;38;6;9;2;1;2;2;1
1;41;5;2;2;2;2;3;1
1;40;2;4;2;2;2;2;2
1;40;5;3;2;2;2;3;1
1;63;5;4;2;1;2;2;1
1;56;2;3;2;1;2;2;1
1;49;5;2;2;1;2;2;1
2;29;6;4;2;1;2;2;1
1;21;5;4;2;1;2;2;1
2;36;5;4;2;2;2;3;2
1;36;5;3;2;1;2;2;2
1;33;5;4;2;1;2;1;1
1;21;5;10;2;1;2;3;1
2;26;5;2;2;2;2;2;1
1;20;4;2;2;1;2;2;1
1;25;5;2;2;2;2;1;1
1;32;7;4;2;1;2;3;1
1;58;2;4;2;1;2;3;1
1;32;2;3;2;2;2;2;2
1;57;3;2;2;2;2;2;1
1;56;2;2;2;2;2;2;1
1;21;5;2;2;2;2;2;1
2;40;5;2;2;1;2;2;1
1;17;5;4;2;1;1;3;1
1;55;3;2;2;1;1;2;1
2;40;5;11;2;1;1;2;1
1;29;5;2;2;1;1;2;1
1;49;2;1;2;2;1;2;1
1;28;6;4;3;2;2;3;2
2;43;2;7;3;2;2;2;2
1;48;2;7;3;2;2;2;1
1;75;7;6;3;1;2;3;1
2;31;7;9;3;1;2;1;1
2;64;4;2;3;1;2;3;1
2;43;5;10;3;2;2;3;1
1;35;7;8;3;1;2;3;1
1;45;5;2;3;1;2;2;1
1;76;7;10;3;1;2;1;1
2;39;7;7;3;1;2;2;1
2;49;7;8;3;1;2;3;1
1;36;3;4;3;2;2;3;2
2;59;7;9;3;2;2;3;1
2;40;7;9;2;1;2;2;1
1;35;7;3;2;1;2;2;1
1;43;7;2;2;1;2;2;1
2;35;7;7;2;1;2;2;1
1;54;7;9;2;1;2;3;1
1;53;5;4;2;1;2;1;1
1;24;5;8;2;1;2;3;1
2;52;5;4;2;2;2;2;1
1;54;2;4;2;1;2;1;1
1;22;5;4;2;1;2;2;1
1;45;5;8;2;1;2;3;1
1;37;5;2;3;2;1;2;2
2;37;5;6;3;1;1;3;2
1;40;7;7;3;1;1;2;1
2;38;7;2;3;1;1;2;1
1;46;3;3;3;2;1;2;1
2;44;3;11;3;1;1;1;1
1;26;3;7;3;2;1;3;1
2;24;5;7;3;2;1;3;1
1;47;2;5;3;1;1;3;1
1;21;5;5;3;1;1;3;1
1;31;5;7;3;2;1;3;2
1;27;2;3;3;2;1;3;2
1;52;5;2;2;1;2;3;1
2;42;3;4;2;1;2;1;1
1;55;5;5;2;1;2;3;1
2;51;5;4;2;1;2;3;1
2;54;5;9;2;1;2;2;1
2;27;7;7;2;1;2;2;1
2;63;2;11;2;1;2;1;1
1;47;5;7;2;1;2;3;1
2;35;5;10;2;1;2;3;1
1;22;2;2;2;1;2;2;1
1;58;4;4;2;1;2;3;1
1;23;5;4;2;1;2;3;1
2;57;7;9;2;1;1;2;2
1;58;2;1;2;1;1;3;1
2;56;2;11;2;1;1;2;1
1;24;5;4;2;1;1;2;1
1;20;5;1;2;1;1;1;1
1;40;3;4;2;2;1;2;1
2;56;2;11;2;1;1;2;1
1;30;5;4;2;1;1;2;1
1;22;5;11;2;1;1;2;1
1;49;6;6;2;1;1;3;1
2;28;5;7;3;2;2;2;1
1;33;3;4;3;2;2;1;1
1;37;5;7;3;1;2;2;1
2;42;7;9;3;1;2;2;1
1;23;7;9;3;1;2;2;1
1;22;6;7;3;1;2;2;1
1;36;7;1;2;1;2;2;1
1;25;5;4;2;2;2;2;1
2;23;5;4;2;2;2;2;1
1;45;3;3;2;2;2;2;2
2;58;7;9;2;1;2;2;1
1;49;5;4;2;1;2;3;1
2;45;7;2;2;1;2;2;1
1;21;6;7;2;1;2;2;1
2;27;7;2;2;1;2;2;1
1;22;5;2;2;2;2;2;1
1;37;5;2;2;2;2;2;1
2;50;3;11;2;1;2;1;1
2;27;7;4;2;1;2;1;1
1;30;7;10;2;1;2;2;1
1;56;3;2;2;1;2;2;1
2;57;2;4;2;1;2;2;1
1;78;2;4;2;1;2;2;1
2;28;5;6;2;1;2;2;1
2;31;7;8;2;1;2;3;1
1;32;5;2;2;2;2;2;1
1;63;5;2;2;1;2;2;1
1;55;5;4;2;1;2;2;1
2;26;7;9;2;1;2;2;1
2;44;3;10;2;1;2;3;2
2;22;6;4;2;1;2;3;2
2;49;5;4;2;2;2;2;1
1;41;5;2;2;1;2;1;1
1;45;5;5;2;2;2;2;1
2;45;3;11;2;1;2;2;1
2;57;5;7;2;2;2;2;2
2;33;5;10;2;2;2;3;1
1;36;5;5;2;1;2;2;1
1;35;7;5;2;2;2;2;1
2;61;3;9;2;2;2;3;1
1;42;5;4;2;2;2;2;1
2;47;5;6;2;1;2;3;1
1;46;2;1;2;2;2;1;1
1;26;6;3;2;1;2;1;1
2;37;3;11;2;1;2;1;2
1;43;2;1;2;1;2;2;2
1;37;7;1;2;1;2;2;1
2;34;7;9;2;1;2;2;1
1;62;2;1;2;1;2;2;1
2;29;5;3;2;1;2;3;1
1;33;5;3;2;2;2;2;1
2;38;2;10;2;1;2;3;1
1;16;4;2;2;1;2;2;1
1;29;7;2;2;1;2;2;1
2;25;7;2;2;1;2;2;1
2;45;5;2;2;2;2;2;1
1;30;7;2;2;1;2;2;1
1;54;5;5;2;2;2;2;1
1;23;5;2;2;2;2;2;1
1;57;3;3;2;2;2;3;2
1;48;2;3;2;1;2;3;1
1;29;5;3;2;1;2;1;1
2;45;2;7;2;1;2;2;1
2;22;5;2;2;1;2;2;1
1;26;5;7;2;1;2;2;1
1;46;5;2;2;2;2;2;1
1;41;4;2;2;2;2;2;1
2;37;3;4;2;1;2;2;1
2;40;3;2;2;2;2;2;2
1;28;5;8;2;1;2;3;2
2;49;5;2;2;2;2;2;1
1;22;6;2;2;2;2;2;1
1;25;5;2;2;1;2;2;1
1;26;5;3;2;2;2;2;1
2;59;2;2;2;1;2;1;1
2;61;3;10;2;1;2;3;2
1;23;5;2;2;1;2;1;1
2;57;3;7;2;1;2;2;1
2;49;2;11;2;1;2;1;1
2;35;4;11;2;1;2;1;1
1;35;2;2;2;1;2;2;1
1;46;5;5;2;1;2;3;1
2;41;5;10;2;2;2;3;1
1;49;5;8;2;2;2;2;1
1;50;2;5;2;1;2;2;1
1;21;5;6;2;1;2;2;1
1;20;4;6;2;1;2;1;1
1;18;3;7;2;1;2;2;1
2;40;5;4;2;2;2;2;1
1;50;2;3;2;2;2;2;1
1;19;4;3;2;1;2;2;1
1;36;2;3;2;1;2;3;2
2;42;2;11;2;2;2;2;1
1;32;5;3;2;2;2;2;1
2;38;5;9;2;1;2;2;1
1;45;7;4;2;2;2;3;1
1;22;5;4;2;2;2;2;1
1;45;5;2;2;1;2;2;1
2;50;5;4;2;1;2;2;1
1;41;2;3;2;1;2;3;1
2;50;5;7;2;2;2;2;1
2;20;6;7;2;1;2;1;2
1;46;6;2;2;1;2;2;1
2;43;5;10;2;1;2;3;1
1;21;5;5;2;1;2;1;1
2;56;2;6;2;1;2;3;1
1;22;6;5;2;1;2;2;1
2;18;5;4;2;1;2;2;1
2;56;6;11;2;2;2;2;1
1;25;4;6;2;2;2;2;1
1;47;7;8;3;1;2;3;1
2;35;7;9;3;2;2;3;1
1;30;2;3;3;2;2;2;1
2;33;2;11;3;2;2;1;1
2;53;2;4;3;2;2;2;1
1;48;2;6;3;2;2;3;2
2;32;5;10;3;2;2;3;2
2;24;5;5;3;2;2;2;1
1;28;2;2;3;2;2;2;1
1;52;2;1;2;2;1;2;1
2;51;2;10;2;1;1;3;1
1;63;5;1;2;1;1;3;1
1;39;2;1;2;2;1;2;2
1;49;2;11;2;1;1;2;1
1;52;5;11;2;1;1;2;1
2;24;5;2;2;1;1;2;1
1;18;5;4;2;1;1;1;1
1;54;2;11;2;2;1;2;1
2;47;2;2;2;2;1;1;1
1;26;5;2;2;2;1;2;1
1;19;5;11;2;2;1;2;1
1;38;2;1;2;2;1;2;1
2;34;4;2;2;2;1;2;1
1;37;3;2;2;1;1;2;1
1;59;2;1;2;2;1;2;1
1;29;5;2;2;1;1;2;1
2;32;5;11;2;1;1;2;1
1;39;5;2;2;2;2;2;1
2;44;5;11;2;2;2;2;1
1;21;5;8;2;2;2;3;1
1;28;5;7;2;2;2;2;2
2;60;2;11;2;2;2;2;1
1;33;5;2;2;2;2;2;2
1;53;5;4;2;1;2;3;1
1;31;3;3;2;1;2;1;2
1;49;7;4;2;1;2;2;1
2;30;7;4;2;2;2;2;1
1;64;7;9;2;1;2;3;1
2;61;2;10;3;1;2;3;1
1;60;5;2;3;1;2;1;1
2;45;5;4;3;2;2;2;1
1;68;3;2;3;1;2;3;1
2;40;7;4;3;1;2;2;1
1;29;7;7;3;1;2;2;1
1;29;7;2;3;1;2;2;1
1;38;7;7;2;1;2;2;1
2;62;7;9;2;1;2;3;1
1;36;7;7;2;1;2;2;1
1;58;7;8;2;1;2;3;1
2;25;7;7;2;1;2;2;1
1;58;5;3;2;1;2;2;1
2;57;7;9;2;1;2;3;1
1;68;5;7;2;1;2;2;1
1;40;6;7;2;1;2;3;1
2;60;5;10;2;1;2;3;1
2;33;7;9;2;1;1;1;1
1;34;5;8;2;1;1;3;1
1;38;5;2;2;1;1;2;1
1;32;7;7;3;1;2;2;1
1;31;7;7;3;1;2;3;1
1;30;7;7;3;1;2;2;1
2;47;7;7;3;1;2;3;1
1;30;7;7;3;1;2;2;1
1;30;7;7;3;1;2;3;1
2;26;5;7;3;1;2;3;1
2;36;7;7;2;1;2;2;1
2;52;7;9;2;1;2;2;1
2;49;7;9;2;1;2;3;1
2;52;7;9;2;1;2;2;1
1;59;7;7;2;2;2;2;1
2;63;5;9;2;1;2;2;1
1;43;5;2;2;2;2;2;1
2;31;5;7;2;1;2;3;1
1;30;6;4;2;1;2;2;1
2;34;5;4;2;1;2;3;1
1;55;4;4;2;1;2;2;1
2;52;4;4;2;1;2;3;1
2;20;6;7;2;1;2;2;1
1;59;3;3;2;2;2;1;1
1;21;2;3;2;1;2;1;2
1;23;5;2;2;2;2;2;2
1;45;5;2;2;1;2;2;1
2;47;5;4;2;1;2;2;1
1;19;6;10;2;1;2;2;1
1;31;5;8;2;2;2;3;2
1;49;2;3;2;1;2;1;1
2;43;7;7;2;1;2;2;1
1;39;7;8;2;1;2;3;1
1;56;5;4;2;1;2;3;1
2;42;4;7;2;2;2;2;2
1;43;5;4;2;1;2;2;1
1;17;4;8;2;1;2;1;2
1;41;5;2;2;1;2;2;1
2;34;4;11;2;1;2;2;1
2;51;4;11;2;1;2;1;2
1;28;5;3;2;1;2;3;1
1;49;7;8;2;2;2;2;1
1;39;7;9;2;1;2;2;1
1;52;2;2;2;2;2;2;1
2;54;2;11;2;2;2;1;1
2;27;3;9;2;2;2;1;1
1;23;3;2;2;2;2;2;1
1;35;6;2;2;2;2;2;1
1;56;7;9;2;1;2;2;1
1;39;2;1;2;2;1;3;2
1;55;2;11;2;2;1;2;1
1;44;2;11;2;1;1;2;1
2;33;2;10;2;1;1;3;1
1;51;3;11;2;1;1;1;1
2;43;2;11;2;1;1;1;1
1;28;5;2;3;2;2;2;1
1;39;7;5;3;1;2;1;1
1;49;4;4;3;1;2;3;2
1;33;7;2;3;2;2;2;1
1;26;5;7;3;2;2;2;1
1;54;5;9;3;2;2;2;1
1;30;5;2;3;1;2;2;1
2;23;7;7;3;1;2;2;1
2;34;6;4;3;2;2;3;1
1;50;2;10;3;2;2;3;1
2;41;7;9;3;1;2;3;1
1;18;5;2;3;1;2;2;1
2;31;7;9;3;1;2;3;1
2;47;5;11;2;1;1;1;2
1;52;2;1;2;2;1;2;1
2;48;2;11;2;1;1;1;1
1;26;4;1;2;2;1;2;1
1;43;2;5;2;1;1;3;2
1;53;2;1;2;1;1;1;1
2;28;7;9;2;1;1;3;1
1;29;5;2;2;2;1;2;1
1;31;6;2;3;1;2;2;1
1;33;7;2;3;2;2;2;1
2;32;7;9;3;2;2;2;1
2;48;2;11;3;2;2;1;2
1;28;7;5;3;2;2;3;1
1;43;4;4;3;2;1;3;1
2;43;2;4;3;2;1;3;1
1;63;4;1;3;2;1;3;1
1;44;3;3;3;2;1;2;1
2;30;4;2;3;2;1;3;1
1;56;2;3;3;2;1;3;2
1;38;7;2;2;2;2;2;1
2;35;7;9;2;1;2;3;1
1;32;7;2;2;1;2;2;1
1;30;5;2;2;1;2;2;1
2;26;4;10;2;1;2;3;2
1;36;5;2;2;1;2;2;1
1;47;5;2;2;1;2;2;1
2;37;7;9;2;1;2;3;1
1;29;7;2;2;1;2;2;1
1;23;6;2;2;1;2;2;1
1;39;7;2;2;1;2;2;1
2;33;5;4;2;2;2;2;1
2;54;2;7;2;2;2;2;1
1;18;2;4;2;1;2;1;1
1;47;1;3;2;2;2;3;1
1;50;5;4;2;1;2;3;1
1;18;5;4;2;1;2;1;1
2;41;5;9;3;1;2;2;1
1;41;7;2;3;2;2;2;1
1;53;2;10;3;1;2;3;1
1;27;7;4;3;1;2;2;1
2;18;5;5;3;1;2;2;2
1;47;5;5;3;1;2;3;1
2;47;7;9;3;1;2;3;1
1;35;2;2;2;2;2;2;1
2;43;5;2;2;1;2;2;1
1;21;5;4;2;1;2;1;1
1;32;5;2;2;1;2;2;1
1;50;5;2;2;1;2;2;1
1;23;7;4;2;1;2;2;1
2;43;5;4;2;1;2;2;1
2;31;5;2;2;1;2;2;2
2;43;5;2;2;2;2;2;1
2;37;7;7;2;2;2;2;1
2;43;3;11;2;2;2;1;1
1;34;5;2;2;2;2;2;1
2;26;5;4;2;2;2;2;1
1;22;3;3;2;2;2;3;1
2;42;5;9;2;1;2;3;1
1;75;2;2;2;1;2;3;1
2;49;5;11;2;2;2;1;1
