woman;age;education;work;metropolitan_area;non_white;urban;work_permit;poverty
1;29;5;4;2;1;2;2;1
1;40;5;4;2;2;2;2;2
1;23;5;4;2;2;2;1;1
1;47;2;4;2;2;2;1;2
2;43;5;7;2;2;2;3;2
1;36;2;1;3;2;1;2;1
1;19;5;1;3;2;1;2;1
1;43;2;1;3;2;1;3;2
1;34;4;4;3;2;1;2;2
1;49;2;4;3;2;1;1;2
1;62;2;1;3;2;1;2;1
1;35;2;3;2;2;1;3;1
1;26;5;2;2;2;1;2;2
1;34;2;1;2;2;1;2;2
1;42;2;1;2;2;1;2;2
2;31;5;4;2;2;2;3;1
1;36;7;8;2;2;2;3;1
2;38;7;9;2;2;2;3;1
2;24;5;9;2;1;2;1;2
1;55;2;2;2;2;2;3;2
2;40;7;9;2;1;2;1;1
2;32;5;10;2;2;2;3;2
2;55;2;4;2;2;2;3;1
1;30;7;7;3;2;2;1;2
1;30;5;2;3;2;2;2;1
2;54;6;8;3;1;2;3;1
1;36;7;9;3;2;2;2;1
2;30;7;9;3;2;2;2;1
1;65;2;1;2;2;1;3;2
2;43;7;9;2;2;1;3;1
1;20;2;1;2;2;1;1;2
2;41;7;2;3;1;2;1;1
2;47;7;2;3;2;2;2;1
1;23;6;7;3;1;2;1;1
2;58;7;9;3;2;2;3;1
2;56;7;3;3;1;2;2;1
1;29;7;7;3;1;2;3;1
1;21;6;7;3;1;2;1;1
2;54;7;2;3;1;2;2;1
1;46;3;5;3;1;2;1;1
1;45;7;4;3;1;2;2;1
2;46;7;7;3;1;2;2;1
2;31;7;4;3;2;2;2;2
1;50;7;2;3;1;2;2;1
2;47;7;4;3;1;2;2;1
2;22;7;9;3;1;2;3;1
1;25;7;4;3;1;2;2;1
1;37;3;3;3;1;2;2;2
1;28;5;9;3;1;2;2;1
2;25;5;4;3;1;2;2;1
2;36;6;4;3;1;2;2;1
1;30;5;5;3;1;2;2;2
2;33;5;4;3;2;2;2;1
1;57;2;4;2;2;2;3;1
1;37;6;8;2;2;2;3;2
1;32;2;5;2;2;2;3;1
1;35;2;4;2;1;2;1;1
2;36;5;4;2;1;2;3;1
1;48;2;2;2;1;2;3;1
2;43;2;2;2;1;2;3;1
2;18;5;2;2;1;2;1;1
2;18;5;7;2;1;2;1;1
1;33;5;2;2;2;2;3;2
1;53;2;6;2;2;1;3;1
2;38;5;8;2;2;1;1;1
1;24;4;5;2;2;1;3;2
1;47;7;7;3;1;2;2;1
1;36;4;3;3;2;2;3;2
1;26;4;4;3;2;2;2;1
1;59;2;5;3;1;2;3;1
2;43;5;9;3;1;2;2;1
1;38;4;2;3;2;2;2;1
1;30;3;2;3;2;2;2;1
1;30;5;2;3;2;2;2;1
1;28;3;2;3;2;2;2;1
1;28;5;2;3;2;2;2;1
1;64;7;4;3;2;2;3;2
1;62;2;4;3;2;2;2;1
2;34;7;7;3;2;2;2;1
1;34;5;10;3;2;2;1;2
1;29;7;5;3;2;2;2;1
2;60;5;4;3;2;2;2;1
2;35;7;8;3;1;2;1;1
1;37;6;2;3;1;2;1;1
1;39;4;4;3;2;2;1;2
1;52;7;7;3;1;2;3;1
1;22;6;8;3;1;2;1;1
1;41;6;4;3;2;2;3;1
2;52;7;9;3;1;2;3;1
2;23;6;8;3;1;2;1;1
1;65;7;9;3;2;2;3;1
2;42;7;10;3;2;2;2;1
1;54;6;4;3;1;2;3;1
2;53;7;9;3;1;2;2;1
1;38;7;8;3;2;2;3;1
2;65;7;2;3;1;2;3;1
1;69;7;9;3;1;2;3;1
2;28;7;8;3;1;2;3;1
2;25;7;8;3;1;2;3;1
2;29;7;8;3;2;2;1;1
1;59;7;7;3;2;2;3;1
2;38;7;8;3;1;2;3;1
2;47;5;10;2;1;2;2;1
1;62;3;5;2;1;2;3;1
1;36;4;2;2;2;2;3;1
2;35;4;2;2;1;2;3;1
1;41;7;2;2;2;2;2;1
2;32;3;2;2;1;2;3;1
1;38;5;10;2;1;2;3;1
2;32;5;10;2;1;2;3;1
2;47;5;5;2;2;2;3;1
2;64;5;8;2;2;2;3;1
1;38;5;4;2;2;2;3;1
2;38;7;8;2;2;2;3;1
1;39;7;4;2;2;2;2;1
2;35;7;4;2;2;2;2;1
1;36;7;8;2;2;2;3;1
2;20;5;7;3;1;2;2;2
2;34;6;7;3;2;2;2;1
2;33;7;7;3;2;2;2;1
1;36;7;8;2;2;2;3;1
2;32;2;11;2;1;2;1;2
2;41;5;11;2;1;2;1;1
1;42;2;3;2;2;2;3;1
1;27;2;3;2;2;2;1;2
1;26;2;3;2;2;2;1;2
1;20;2;3;2;1;2;1;2
1;55;5;8;2;1;2;1;1
1;30;2;1;2;2;2;1;2
2;38;2;10;2;2;2;3;2
1;35;2;1;2;1;1;3;2
1;45;3;1;2;2;1;3;2
1;54;5;1;2;1;1;3;2
1;39;5;1;2;2;1;2;1
2;39;2;1;2;2;1;1;1
1;37;2;1;2;2;1;3;2
1;56;2;1;2;2;1;1;1
1;42;2;1;2;2;1;2;2
1;46;2;2;2;2;1;2;1
2;34;5;9;2;2;1;1;1
1;26;2;4;2;2;1;3;1
1;65;2;2;2;2;1;2;2
1;38;5;9;3;2;2;2;1
2;30;5;6;3;2;2;3;1
1;48;2;6;3;1;2;3;2
2;41;2;11;3;2;2;2;2
1;34;4;7;3;2;2;2;2
1;45;2;6;3;1;2;3;2
1;45;5;7;3;1;2;2;2
2;25;3;6;2;2;2;3;2
1;37;7;7;2;1;2;3;1
1;59;5;10;2;2;2;1;2
2;45;5;2;2;2;2;2;1
1;50;5;4;2;2;2;3;1
1;59;2;4;2;2;2;3;1
1;60;2;2;2;2;2;2;2
1;21;2;3;2;2;1;3;1
1;43;2;1;2;2;1;1;2
1;57;5;6;2;2;1;3;1
2;55;7;6;2;2;1;2;1
1;28;3;1;2;2;1;1;2
1;35;5;1;2;2;1;3;2
1;19;4;2;2;2;1;1;2
1;43;2;4;2;2;1;2;2
1;22;2;2;2;2;1;1;2
2;45;7;7;2;1;2;3;1
1;58;7;4;2;1;2;3;1
2;18;4;8;2;2;2;1;1
1;39;5;8;2;2;2;1;1
1;32;3;10;2;2;2;3;1
2;38;7;8;2;2;2;1;1
1;48;5;8;2;1;2;1;1
1;30;3;2;2;2;2;3;2
1;45;5;4;2;1;2;3;1
1;54;2;1;2;2;2;1;2
1;49;3;2;2;2;2;2;1
1;41;2;5;2;2;2;3;2
1;31;5;2;2;1;2;2;1
2;34;3;10;2;2;2;3;2
1;29;6;7;2;2;2;2;1
1;27;5;7;2;1;2;2;1
2;23;5;4;2;2;2;2;1
1;39;3;4;2;1;2;1;1
2;36;7;2;2;1;2;3;1
2;29;7;7;2;1;2;2;1
2;21;6;9;2;1;2;2;1
2;33;3;10;2;2;2;1;2
1;51;5;10;2;2;2;3;2
2;38;2;2;2;2;2;3;2
1;45;2;4;2;1;2;1;2
1;40;2;3;2;2;1;1;2
1;35;3;3;2;2;1;3;1
2;19;7;11;2;2;1;1;1
2;27;5;8;2;2;1;3;1
1;26;2;3;2;1;1;1;1
1;30;7;2;2;2;1;1;1
1;26;5;2;2;2;1;1;1
2;26;5;11;2;1;1;1;2
1;24;2;5;2;2;1;1;2
2;30;2;2;2;2;1;3;2
1;40;2;1;2;2;1;1;2
2;31;4;6;2;1;2;1;2
1;37;5;4;2;2;2;2;1
2;43;5;4;2;2;2;3;1
1;55;2;4;2;2;2;2;2
1;37;2;4;2;2;2;3;2
1;44;1;2;2;2;2;1;1
1;21;5;4;2;2;2;1;1
1;44;2;1;2;2;2;3;2
1;27;5;4;2;2;2;2;1
2;29;5;6;2;1;2;2;1
1;26;3;4;2;2;2;2;2
2;23;5;6;2;1;2;1;2
2;24;5;6;3;1;2;1;2
1;47;5;7;3;2;2;2;1
2;56;5;11;3;2;2;2;1
1;23;4;4;3;2;2;2;1
2;31;4;7;3;2;2;2;1
1;42;2;4;3;2;2;3;1
1;35;3;6;3;2;2;3;1
2;26;3;2;3;2;2;2;1
2;50;2;6;3;2;2;3;1
2;34;6;9;2;1;1;1;1
1;39;5;5;2;1;1;1;1
1;48;7;9;2;2;1;3;1
1;33;3;4;2;2;2;3;2
1;35;5;8;2;2;2;1;2
2;57;5;8;2;2;2;3;1
2;26;6;9;2;2;2;3;1
2;43;5;4;2;2;2;1;1
1;23;5;4;2;2;2;3;1
2;44;2;9;2;2;2;3;2
2;53;3;4;2;1;2;3;2
1;32;7;2;2;2;2;1;2
2;60;7;8;2;2;2;3;1
1;54;5;2;2;1;2;3;1
1;36;2;4;2;2;2;3;1
1;23;6;8;2;1;2;1;1
2;44;7;4;3;2;2;3;1
2;22;6;4;3;2;2;1;1
1;39;2;2;2;1;1;2;1
1;62;7;9;3;2;2;3;1
2;27;5;7;3;1;2;2;1
1;28;5;2;3;1;2;2;1
2;48;7;2;3;1;2;2;1
1;55;7;4;3;1;2;3;1
1;44;5;10;3;2;2;2;1
1;41;5;6;3;2;2;1;1
1;64;4;6;3;2;2;3;1
1;39;5;6;3;2;2;1;1
1;59;7;10;3;1;2;3;1
1;58;2;4;3;2;2;2;1
1;54;6;7;3;1;2;2;1
1;38;2;1;2;2;1;3;2
1;18;2;10;2;2;1;3;2
2;63;5;2;2;2;1;3;2
1;59;2;1;2;2;1;3;2
1;31;3;1;2;2;1;3;2
1;43;2;4;2;2;1;1;2
1;57;1;1;2;2;1;1;2
1;40;2;6;2;2;1;3;2
1;51;2;1;2;2;1;3;1
2;29;5;1;2;2;1;2;1
1;27;2;1;2;2;1;1;2
1;33;2;1;2;1;1;1;2
2;32;5;1;2;2;1;1;2
1;43;5;1;2;2;1;1;2
1;42;2;1;2;2;1;1;2
1;46;2;1;2;2;1;3;2
1;40;4;5;2;2;2;3;1
1;42;5;8;2;2;2;1;1
1;33;5;4;2;1;2;2;2
1;35;6;7;2;2;2;2;2
2;54;5;9;2;2;2;3;1
1;32;7;4;2;2;2;2;1
2;55;7;9;3;1;2;3;1
1;59;7;9;3;1;2;3;1
1;60;7;7;3;1;2;3;1
2;59;7;9;3;1;2;3;1
1;60;7;9;3;2;2;1;1
1;36;7;4;3;1;2;3;2
2;53;7;2;3;1;2;3;1
2;25;7;10;3;1;2;1;1
2;46;7;8;3;1;2;3;1
1;49;7;8;3;2;2;3;1
2;46;7;4;3;2;2;2;1
1;20;5;4;3;1;2;1;2
2;27;5;3;3;2;2;2;1
1;28;6;8;3;2;2;3;1
2;82;2;2;3;2;2;3;1
2;39;2;4;3;1;2;3;1
2;31;5;11;3;2;2;1;2
1;33;3;5;3;2;2;2;2
1;28;5;7;3;2;2;2;2
1;48;2;4;3;1;2;2;1
1;47;2;7;3;1;2;2;1
1;28;3;7;3;2;2;2;1
2;27;5;6;3;2;2;2;2
1;47;5;7;3;2;2;2;1
1;25;3;3;3;2;2;3;1
2;34;6;4;2;2;2;3;1
1;39;5;4;2;2;2;3;1
1;33;4;4;2;1;2;1;2
2;45;6;6;2;2;2;3;1
1;28;7;6;2;1;2;3;1
1;27;1;4;2;1;2;1;2
1;29;3;4;2;2;2;2;2
1;26;3;2;2;2;2;3;2
2;35;7;9;3;2;2;3;2
2;62;2;2;3;1;2;3;2
2;44;5;10;3;1;2;1;2
2;27;5;6;3;2;2;2;1
2;31;5;7;3;1;2;2;2
2;34;7;7;3;2;2;2;1
2;65;2;11;3;2;2;1;1
1;35;2;3;3;2;2;1;2
2;27;2;11;3;2;2;1;2
1;22;2;4;3;1;2;2;2
1;22;5;4;3;1;2;3;1
2;21;5;4;3;2;2;3;1
1;51;5;7;3;2;2;2;2
1;19;5;5;3;2;2;1;1
2;19;5;7;3;1;2;2;1
2;39;5;11;3;1;2;2;1
1;27;5;3;3;1;2;3;2
1;35;5;2;3;1;2;3;2
1;40;2;4;3;2;2;3;2
2;38;2;6;3;2;2;3;2
1;43;2;3;3;2;2;3;2
1;35;4;4;3;1;2;2;2
1;26;2;7;3;2;2;2;2
1;37;5;7;3;2;2;2;1
1;28;2;1;2;1;1;1;2
1;30;2;1;2;1;1;1;2
1;48;2;1;2;2;1;1;2
1;40;2;2;2;2;2;2;1
2;34;7;9;2;1;2;1;1
2;68;7;9;2;2;2;2;1
1;40;7;4;2;1;2;2;1
2;59;7;9;2;2;2;2;1
1;41;3;2;2;1;2;2;1
1;55;5;2;2;1;2;2;1
1;45;5;5;2;2;2;2;1
2;39;5;2;2;2;2;2;1
1;44;5;2;2;2;2;2;1
1;34;5;2;2;2;2;2;2
1;33;2;2;2;2;2;2;1
1;45;5;3;3;2;2;3;1
2;48;7;9;3;2;2;1;1
1;48;7;8;3;2;2;3;1
2;69;2;2;3;1;2;2;1
2;26;6;11;3;2;2;1;1
1;27;6;9;3;2;2;2;1
1;51;3;5;3;2;2;3;2
2;41;5;9;3;2;2;1;2
1;40;5;4;3;1;2;2;1
2;62;2;10;3;1;2;1;1
2;18;2;10;3;2;2;3;2
2;40;7;9;2;2;2;3;1
1;38;6;4;2;2;2;3;1
1;57;7;9;2;2;2;3;1
2;55;5;8;3;2;2;3;1
2;45;5;10;3;2;2;1;1
2;45;5;11;3;1;2;1;1
2;23;5;10;3;2;2;3;1
1;51;3;2;3;2;2;2;1
1;31;5;7;3;2;2;2;1
1;73;2;4;3;2;2;3;1
2;43;7;9;3;2;2;3;1
2;25;5;4;3;2;2;2;1
2;49;5;7;3;1;2;2;1
2;28;5;10;3;2;2;1;1
2;26;5;6;3;1;2;2;1
1;37;2;7;3;2;2;2;1
2;41;2;7;3;2;2;2;1
2;33;7;9;3;2;2;1;2
2;61;2;8;2;1;2;3;1
2;32;7;4;2;1;2;3;1
1;52;7;8;2;2;2;1;1
1;21;2;2;2;1;2;1;2
1;53;2;4;2;1;2;3;1
2;47;2;2;2;1;2;3;1
1;24;5;2;2;1;2;3;1
1;25;5;7;2;1;2;2;1
1;22;5;2;2;2;2;3;2
1;20;5;2;2;2;2;3;2
1;34;3;2;2;2;2;3;1
1;31;2;4;2;1;1;3;2
2;40;2;8;2;2;2;3;2
1;42;2;4;2;2;2;3;1
2;40;5;8;2;2;2;3;1
1;31;7;7;2;1;2;2;1
2;26;5;9;2;1;2;1;1
1;60;5;5;3;1;2;3;2
1;31;5;11;3;2;2;2;1
1;44;7;2;3;2;2;1;2
2;42;7;9;3;2;2;3;2
1;33;5;2;3;1;2;3;1
2;30;5;2;3;2;2;2;1
2;21;5;8;2;2;1;1;1
1;39;1;1;2;2;1;1;2
1;33;5;1;2;2;1;1;2
1;49;2;1;2;2;1;1;2
1;49;2;1;2;2;1;3;1
2;20;5;6;2;2;1;1;2
2;51;5;9;2;1;2;2;2
2;45;2;7;2;2;2;2;1
1;62;1;7;2;2;2;2;1
1;19;2;7;2;2;2;1;1
2;20;3;4;2;1;2;2;1
1;46;2;3;2;1;2;1;1
2;45;2;4;2;2;2;3;1
1;22;5;2;2;2;2;1;1
2;38;2;2;2;2;2;3;1
1;38;2;2;2;2;2;3;1
1;40;5;4;2;2;2;3;1
1;39;3;4;2;2;2;3;2
2;20;5;4;2;2;2;2;1
2;29;4;4;2;1;2;2;2
1;50;7;8;2;2;2;3;1
2;36;7;9;2;2;2;1;1
2;49;7;9;2;2;2;3;2
2;40;5;10;2;2;2;3;2
1;27;5;10;2;2;2;3;2
2;46;7;9;2;1;2;1;2
1;31;7;9;2;2;2;2;1
2;31;7;9;2;1;2;3;1
2;38;1;11;2;2;2;1;2
2;42;2;11;2;2;2;1;2
1;36;5;4;2;2;2;2;1
1;40;5;6;3;2;2;3;1
1;63;5;5;3;1;2;2;2
1;65;7;9;3;2;2;3;1
2;29;7;10;3;2;2;2;1
1;32;7;7;3;2;2;2;1
2;56;5;2;3;2;2;3;2
1;21;6;7;3;2;2;1;2
2;49;7;4;3;1;2;1;1
2;25;7;7;3;1;2;2;1
1;32;5;2;3;2;2;2;2
1;41;5;2;3;2;2;2;2
1;42;5;7;3;2;2;2;1
1;47;5;8;3;2;2;3;1
2;22;5;4;3;2;2;2;1
1;35;5;1;2;1;1;3;2
2;30;3;1;2;1;1;3;2
1;32;2;1;2;2;1;3;2
1;27;2;1;2;2;1;3;2
1;25;2;3;2;2;1;1;1
1;18;2;1;2;1;1;3;2
2;25;5;6;3;2;2;2;2
2;46;5;7;3;2;2;2;1
1;44;3;3;3;2;2;3;1
2;42;7;9;3;2;2;2;1
2;52;5;6;3;2;2;1;1
1;50;5;10;3;1;2;2;1
2;50;6;8;3;2;2;3;2
1;30;2;1;2;2;2;1;2
1;21;5;2;2;2;2;2;1
1;19;5;4;2;2;2;1;1
1;62;2;3;2;2;2;1;2
1;70;1;1;2;2;2;1;2
2;43;2;11;2;1;2;1;1
1;19;2;4;2;1;2;1;1
1;31;2;1;2;2;2;1;2
1;35;2;2;2;2;2;1;2
2;31;2;6;2;2;2;3;2
2;51;7;9;2;2;2;1;1
1;52;5;8;2;2;2;3;1
1;56;5;1;2;2;2;3;1
2;47;7;9;2;2;2;2;1
1;26;5;4;2;2;2;2;1
1;28;5;8;2;2;2;3;1
1;46;5;3;2;1;2;3;2
2;45;5;10;2;2;2;3;2
2;28;7;9;2;2;2;3;1
1;52;2;6;2;2;2;2;1
2;41;2;10;2;2;2;3;1
1;26;5;2;2;2;2;2;1
1;41;6;7;2;2;2;3;1
2;24;5;7;2;1;2;3;1
1;37;2;4;2;2;2;3;1
1;35;5;1;2;2;2;2;1
2;31;5;9;2;2;2;2;1
2;31;6;9;2;2;2;3;1
2;59;5;10;2;2;2;2;1
2;41;6;9;2;2;2;3;1
2;41;7;9;2;2;2;3;1
1;42;5;8;2;2;2;3;1
1;38;2;1;2;1;1;1;2
2;46;2;1;2;1;1;3;2
1;51;2;1;2;1;1;3;2
1;56;2;1;2;1;1;3;2
1;66;1;1;2;2;1;3;2
1;63;1;1;2;2;1;3;2
1;29;2;1;2;2;1;1;2
1;19;5;1;2;2;1;1;1
1;34;2;1;2;2;1;1;2
1;34;3;1;2;1;1;3;2
1;35;2;1;2;1;1;1;2
2;43;1;4;2;2;2;2;1
1;45;2;7;2;1;2;2;1
1;19;5;5;2;2;2;3;1
1;43;5;5;2;2;2;2;1
1;26;2;3;3;2;1;2;2
1;37;2;1;3;2;1;2;2
2;46;3;9;3;2;1;1;1
1;27;3;6;3;2;1;2;1
2;29;5;9;3;2;1;3;1
1;48;2;1;2;2;1;2;1
2;31;6;9;2;2;1;1;1
1;47;2;1;2;1;1;2;2
1;37;1;7;2;2;1;1;2
2;44;7;9;3;2;2;2;1
1;51;5;4;3;2;2;2;1
2;41;5;9;2;2;1;3;2
1;39;5;5;2;2;1;1;2
1;59;2;3;2;1;1;3;2
1;37;2;2;2;2;1;1;2
1;52;1;1;2;2;1;1;2
1;46;3;3;2;2;2;3;2
2;46;3;11;2;2;2;2;1
2;26;5;9;2;2;2;2;1
1;28;5;4;2;2;2;2;1
1;40;4;7;2;2;2;2;1
2;35;7;9;2;1;2;3;1
1;65;3;5;2;1;2;3;1
2;67;7;9;2;2;2;3;1
2;28;7;7;2;1;2;3;1
1;20;6;4;2;2;2;2;1
1;59;2;11;3;2;2;1;2
1;44;5;8;3;2;2;3;1
1;31;2;1;3;2;2;2;2
2;27;5;4;3;2;2;3;1
1;29;2;3;3;1;2;2;1
2;28;5;4;3;1;2;2;1
2;56;3;6;3;1;2;3;2
2;41;3;6;3;2;2;2;2
1;30;2;2;3;2;2;2;1
1;38;2;3;3;2;2;3;1
2;24;3;11;3;2;2;2;1
2;39;5;4;3;2;2;2;1
1;45;2;4;3;2;2;2;1
2;40;1;10;3;2;2;3;2
1;32;5;2;3;1;2;2;1
2;22;5;6;3;2;2;2;1
1;21;3;10;3;2;2;3;2
1;55;2;8;2;2;1;3;1
1;27;7;9;2;2;1;1;1
1;29;7;4;2;1;1;2;1
2;46;2;4;2;1;1;3;1
1;54;5;4;2;2;1;3;1
1;22;4;2;3;2;2;2;1
1;65;5;8;3;2;2;3;1
1;42;6;3;3;2;2;2;1
2;58;2;4;3;2;2;3;1
1;41;7;4;3;2;2;3;2
2;45;2;4;3;2;2;3;2
1;61;5;5;3;1;2;2;1
2;56;4;11;3;2;2;2;1
1;28;5;4;3;1;2;2;1
2;31;4;6;3;2;2;1;2
1;28;2;7;2;2;2;3;1
2;27;2;6;2;2;2;2;1
1;60;2;1;2;2;2;3;2
2;45;7;9;2;1;1;3;2
1;49;2;1;2;1;1;3;2
1;42;2;1;2;2;1;1;2
2;42;2;1;2;2;1;1;2
2;33;5;5;2;2;2;3;2
1;40;2;1;2;2;2;2;1
1;48;6;4;3;1;2;3;1
2;47;7;7;3;2;2;3;1
2;18;5;4;3;1;2;3;1
2;44;7;9;3;1;2;2;1
2;43;7;9;3;1;2;2;1
1;54;7;8;3;1;2;3;1
2;41;5;9;3;1;2;2;1
2;42;7;7;3;2;2;3;1
1;56;7;9;3;2;2;3;1
2;57;5;9;2;2;2;3;2
2;37;5;7;2;1;2;1;2
1;46;5;9;2;2;2;3;2
2;17;4;6;2;2;2;1;2
2;48;5;4;2;2;2;1;1
2;23;6;9;2;1;2;1;1
2;51;3;4;3;2;2;3;1
1;39;2;6;3;2;2;3;2
1;50;3;1;3;2;2;3;2
2;37;2;1;3;2;2;3;2
2;53;7;9;3;1;2;3;2
1;47;5;9;3;2;2;2;1
1;20;5;11;3;2;2;1;2
2;38;2;11;3;2;2;2;2
1;40;2;3;3;2;2;2;2
1;48;2;4;3;2;2;3;1
2;48;5;11;2;2;2;1;1
1;54;2;8;2;2;2;3;1
1;38;5;8;2;1;2;3;1
2;36;5;9;2;1;2;3;1
1;54;3;1;2;1;2;3;2
2;42;2;1;2;2;2;3;1
1;43;2;1;2;2;2;1;2
1;39;2;3;2;2;2;1;2
1;34;3;5;2;2;2;3;2
1;51;4;4;2;2;2;1;2
1;19;5;4;2;2;2;1;2
1;44;5;2;2;2;2;2;1
1;33;5;2;2;1;2;2;1
2;40;7;9;2;2;2;2;1
1;41;7;4;3;2;2;3;1
1;27;7;9;3;1;2;2;1
1;51;2;2;3;2;2;3;1
1;30;2;2;3;2;2;3;1
1;44;7;2;3;1;2;2;1
2;41;7;8;3;1;2;3;1
1;26;2;1;2;1;1;1;1
1;29;2;1;2;1;1;1;1
1;23;2;1;2;1;1;1;1
1;44;2;3;2;2;1;1;2
1;28;2;1;2;1;1;1;2
1;35;4;1;2;2;1;2;1
2;21;5;9;2;2;1;2;1
1;44;2;1;2;2;1;2;2
1;30;5;4;3;2;2;2;1
2;45;7;9;3;2;2;3;1
1;45;2;5;3;1;2;1;1
1;65;5;9;3;2;2;2;1
1;20;2;1;2;1;1;2;1
1;45;2;1;2;2;1;2;1
1;35;2;1;2;2;1;2;2
2;28;5;8;2;2;1;1;2
1;33;4;7;2;2;1;3;1
2;40;7;9;2;2;1;3;1
1;50;5;4;2;2;2;1;2
1;31;6;9;2;2;2;1;1
1;30;7;9;2;2;2;1;1
2;59;4;4;2;1;2;3;1
2;32;7;4;2;1;2;2;1
1;40;3;10;2;2;2;3;2
1;52;2;10;2;1;2;3;1
1;34;7;7;2;1;2;2;1
2;43;7;9;2;2;2;3;1
2;42;7;9;3;1;2;2;1
1;40;2;3;3;2;2;3;2
1;41;2;2;3;2;2;2;1
2;33;5;4;3;2;2;2;2
1;22;3;6;3;2;2;1;2
2;49;7;9;3;2;2;1;2
1;21;5;9;3;2;2;2;1
1;47;5;7;3;1;2;2;2
1;40;7;2;3;2;2;3;1
1;52;3;5;3;2;2;3;1
1;39;5;10;3;1;2;2;2
2;39;5;9;3;2;2;1;1
2;53;7;9;2;2;2;3;1
1;59;3;8;2;2;2;3;1
2;29;7;8;2;2;2;1;1
1;26;7;9;2;2;2;1;1
1;41;5;9;2;2;2;3;1
2;41;7;9;2;2;2;3;1
2;49;7;9;2;2;2;3;1
1;40;2;3;2;2;2;2;1
2;40;5;9;2;2;2;3;1
1;36;2;4;2;2;2;3;2
1;59;2;4;3;2;2;1;1
2;28;7;4;3;2;2;2;2
1;19;4;2;3;2;2;1;2
1;33;5;10;3;2;2;3;2
1;47;2;4;3;2;2;3;1
2;29;7;8;3;2;2;2;1
2;31;5;7;3;2;2;2;2
1;62;2;5;3;2;2;3;1
1;19;2;4;2;1;2;1;1
1;43;5;1;2;1;2;3;1
2;46;7;9;2;2;2;3;1
1;40;5;1;2;2;2;2;1
2;44;7;9;2;2;2;3;1
2;48;5;8;2;2;2;1;1
2;25;7;9;2;2;2;1;1
2;21;5;4;2;1;2;2;1
1;56;2;1;2;2;1;1;1
2;29;7;11;2;2;1;1;1
1;24;6;9;2;2;1;1;1
1;46;2;1;2;2;1;2;2
1;31;2;1;2;2;1;2;2
1;42;3;1;2;2;1;3;2
1;30;2;1;2;1;1;1;2
2;21;2;4;2;1;1;3;2
1;46;7;9;3;1;2;2;2
1;47;2;3;3;2;2;3;2
2;57;2;2;3;2;2;3;2
2;49;6;8;3;1;2;1;1
2;26;6;4;3;1;2;3;1
1;23;6;7;3;2;2;2;1
2;25;6;10;3;1;2;3;2
1;27;7;3;2;1;2;1;2
1;47;5;2;2;2;2;2;2
1;25;5;3;2;2;1;2;1
1;30;2;1;2;2;1;2;2
1;47;2;8;2;2;1;1;1
1;34;2;1;2;2;1;2;1
1;38;1;1;2;2;1;2;2
2;35;5;9;2;2;1;1;2
2;33;5;9;2;2;1;3;2
1;45;5;9;2;2;1;3;1
2;46;7;9;2;2;1;3;1
1;70;1;1;2;2;1;3;1
2;54;2;4;2;2;2;3;1
1;53;2;10;2;2;2;3;1
1;31;2;4;2;2;2;1;2
1;49;7;9;2;1;2;3;2
1;42;5;4;2;2;2;2;2
2;41;5;4;2;1;2;3;2
1;40;7;9;2;2;2;3;1
2;44;7;9;2;2;2;3;1
2;53;7;9;2;1;2;3;1
2;33;2;11;2;2;2;1;2
1;45;2;5;2;2;2;3;2
2;53;2;6;2;2;2;3;2
1;21;5;4;2;2;2;1;1
2;22;5;4;2;1;2;2;1
2;51;5;9;2;2;2;3;1
1;23;5;2;2;2;2;2;1
2;21;5;10;2;1;2;1;2
1;47;3;8;2;2;2;3;1
1;29;4;1;2;2;1;1;2
2;27;5;9;2;2;1;1;2
2;45;4;9;2;2;1;3;2
1;30;2;3;2;2;1;2;2
1;22;2;3;3;2;2;1;2
2;30;7;6;3;2;2;2;2
2;46;2;11;2;2;2;1;1
1;47;5;1;2;2;2;2;1
2;52;1;1;2;1;2;3;2
2;51;7;9;2;2;2;3;1
1;43;2;3;2;1;2;1;2
1;41;5;4;2;1;2;3;2
2;31;2;4;2;2;2;1;2
1;50;2;8;2;2;1;1;2
2;41;5;9;2;2;1;1;2
1;40;2;1;2;2;1;3;2
1;31;2;1;2;2;1;3;2
2;30;4;10;2;2;2;3;2
2;39;6;4;2;2;2;1;1
1;37;5;7;2;2;2;2;1
1;41;1;4;2;1;2;3;1
2;34;2;4;2;2;2;3;1
1;35;7;4;2;2;2;1;1
1;54;3;1;2;2;1;3;2
1;56;2;1;2;2;1;3;2
1;53;2;3;2;2;1;3;1
1;26;2;3;2;1;1;1;1
1;27;5;4;2;2;1;2;2
1;52;2;9;2;1;1;1;1
1;56;2;8;2;2;1;1;1
1;51;5;1;2;1;1;3;1
1;20;5;3;2;2;1;1;2
1;38;5;3;2;2;1;1;2
1;42;5;7;3;2;2;2;1
2;38;2;6;3;2;2;2;2
1;26;5;8;3;2;2;3;1
1;78;5;1;2;1;2;3;2
1;42;7;9;2;2;2;3;1
1;40;5;8;2;1;2;3;1
2;59;7;8;2;2;2;3;1
1;41;5;4;2;2;2;3;2
1;44;7;8;2;1;2;3;1
2;42;7;10;2;2;2;3;1
1;43;2;1;2;1;1;1;2
1;31;4;4;2;1;1;1;2
1;42;1;1;2;2;1;2;2
1;43;7;4;2;1;2;2;2
2;35;7;9;2;2;2;3;2
1;31;7;5;2;2;2;3;1
